DayOfYear,DepTime,CRSDepTime,ArrTime,CRSArrTime,Unnamed: 0,DayOfWeek,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
214,1321,1270,474,420,202,5,CO,781,N76265,413.0,410.0,388.0,54.0,51,ANC,IAH,3266,15.0,10.0,0,N,0
156,596,580,684,670,203,3,OO,2673,N496CA,88.0,90.0,72.0,14.0,16,MKE,OMA,426,4.0,12.0,0,N,0
74,994,981,1128,1132,204,5,AS,540,N611AS,134.0,151.0,121.0,-4.0,13,PDX,SAN,933,3.0,10.0,0,N,0
233,1358,1315,86,50,205,3,AA,1382,N643AA,168.0,175.0,146.0,36.0,43,MIA,EWR,1086,6.0,16.0,0,N,0
274,1155,1145,1328,1310,206,2,WN,1477,N312SW,113.0,105.0,100.0,18.0,10,MDW,BWI,611,6.0,7.0,0,N,0
79,1181,1175,1235,1235,207,3,AA,1202,N481AA,54.0,60.0,37.0,0.0,6,DFW,AUS,190,4.0,13.0,0,N,0
341,772,765,1135,1135,208,6,WN,1714,N906WN,243.0,250.0,230.0,0.0,7,PHX,BUF,1912,3.0,10.0,0,N,0
168,1196,1165,1401,1370,209,1,UA,256,N805UA,145.0,145.0,116.0,31.0,31,DEN,ORD,888,6.0,23.0,0,N,0
97,1307,1300,1363,1349,210,7,F9,861,N805FR,116.0,109.0,95.0,14.0,7,DEN,PHX,602,7.0,14.0,0,N,0
204,566,550,709,670,211,2,US,612,N819AW,143.0,120.0,97.0,39.0,16,SFO,PHX,651,10.0,36.0,0,N,0
160,851,815,907,880,212,7,WN,124,N202WN,56.0,65.0,45.0,27.0,36,LAS,SAN,258,2.0,9.0,0,N,0
94,850,805,887,843,213,4,OH,5351,N588SW,37.0,38.0,28.0,44.0,45,DAY,CVG,64,2.0,7.0,0,N,0
296,889,875,941,935,214,3,MQ,3903,N621MQ,52.0,60.0,35.0,6.0,14,ORD,CID,196,7.0,10.0,0,N,0
22,759,740,900,880,215,2,XE,2484,N27152,201.0,200.0,179.0,20.0,19,EWR,MCI,1092,5.0,17.0,0,N,0
214,1154,1088,1280,1203,216,5,EV,4855,N870AS,126.0,115.0,90.0,77.0,66,ATL,MDT,619,8.0,28.0,0,N,0
153,477,445,529,485,217,7,9E,5922,87719E,112.0,100.0,83.0,44.0,32,CMH,MEM,518,14.0,15.0,0,N,0
268,511,505,633,635,218,3,WN,855,N311SW,62.0,70.0,52.0,-2.0,6,MDW,CLE,307,4.0,6.0,0,N,0
207,1227,1152,1413,1335,219,5,AA,1761,N3BHAA,186.0,183.0,140.0,78.0,75,LGA,MIA,1097,4.0,42.0,0,N,0
227,774,715,834,775,220,4,WN,2399,N358SW,60.0,60.0,43.0,59.0,59,MDW,STL,251,4.0,13.0,0,N,0
300,1153,1130,1232,1215,221,7,OO,3674,N805SK,79.0,85.0,60.0,17.0,23,ATL,CVG,373,6.0,13.0,0,N,0
191,895,835,1016,952,222,3,OH,5291,N378CA,181.0,177.0,152.0,64.0,60,JFK,MSP,1028,6.0,23.0,0,N,0
134,1358,1223,1391,1258,223,2,OO,5514,N579SW,33.0,35.0,12.0,133.0,135,LAX,OXR,49,3.0,18.0,0,N,0
302,797,735,1034,945,224,2,MQ,4864,N834MQ,177.0,150.0,133.0,89.0,62,CID,LGA,929,7.0,37.0,0,N,0
322,833,810,1097,1065,225,1,AS,88,N772AS,204.0,195.0,192.0,32.0,23,ANC,SEA,1449,4.0,8.0,0,N,0
145,453,400,520,470,226,6,MQ,3303,N219AE,67.0,70.0,43.0,50.0,53,DFW,SHV,190,6.0,18.0,0,N,0
238,607,575,680,665,227,1,EV,4663,N925EV,73.0,90.0,51.0,15.0,32,ATL,ROA,357,4.0,18.0,0,N,0
31,900,890,1042,1010,228,4,OH,5546,N798CA,142.0,120.0,83.0,32.0,10,LGA,GSO,461,5.0,54.0,0,N,0
361,1186,1144,1330,1304,229,5,OO,6085,N766SK,84.0,100.0,64.0,26.0,42,ORD,TYS,475,3.0,17.0,0,N,0
354,396,390,490,490,230,5,WN,479,N373SW,94.0,100.0,76.0,0.0,6,DEN,SLC,391,5.0,13.0,0,N,0
356,1333,1137,1354,1154,231,7,YV,7329,N508MJ,81.0,77.0,42.0,200.0,196,DTW,ORD,235,22.0,17.0,0,N,0
285,831,790,1115,1079,232,6,DL,662,N397DA,164.0,169.0,140.0,36.0,41,COS,ATL,1185,11.0,13.0,0,N,0
136,1218,1200,1354,1350,233,4,B6,179,N643JB,316.0,330.0,277.0,4.0,18,JFK,PHX,2153,6.0,33.0,0,N,0
73,958,950,1016,1019,234,4,XE,151,N11551,58.0,69.0,45.0,-3.0,8,FAT,LGB,222,4.0,9.0,0,N,0
46,1154,1145,1218,1205,235,5,WN,372,N313SW,64.0,60.0,39.0,13.0,9,ONT,LAS,197,6.0,19.0,0,N,0
9,1267,1261,1301,1300,236,3,OO,5452,N227SW,34.0,39.0,19.0,1.0,6,MRY,SFO,77,11.0,4.0,0,N,0
4,599,585,770,723,237,5,DL,508,N751AT,171.0,138.0,107.0,47.0,14,ATL,LGA,761,13.0,51.0,0,N,0
217,769,665,925,845,238,1,AA,725,N5FLAA,336.0,360.0,318.0,80.0,104,BOS,LAX,2611,4.0,14.0,0,N,0
304,1278,1260,1385,1370,239,4,WN,113,N484WN,107.0,110.0,92.0,15.0,18,OAK,PHX,646,4.0,11.0,0,N,0
171,1201,1145,1249,1190,240,4,AA,1595,N629AA,168.0,165.0,149.0,59.0,56,DFW,LAS,1055,8.0,11.0,0,N,0
22,1085,1050,1154,1125,241,2,WN,3761,N771SA,69.0,75.0,53.0,29.0,35,LAX,OAK,337,4.0,12.0,0,N,0
108,1227,1200,1293,1275,242,4,WN,331,N640SW,66.0,75.0,54.0,18.0,27,PVD,BWI,328,3.0,9.0,0,N,0
349,1301,1260,1374,1330,243,7,AA,1869,N259AA,73.0,70.0,51.0,44.0,41,ORD,STL,258,5.0,17.0,0,N,0
67,1219,1105,1362,1205,244,5,B6,1016,N238JB,143.0,100.0,46.0,157.0,114,JFK,BOS,187,6.0,91.0,0,N,0
265,1209,1200,1360,1350,245,7,WN,478,N663SW,151.0,150.0,137.0,10.0,9,BWI,FLL,925,4.0,10.0,0,N,0
188,869,855,927,920,246,7,MQ,3795,N941LT,58.0,65.0,44.0,7.0,14,DFW,LBB,282,2.0,12.0,0,N,0
342,810,748,895,834,247,7,YV,7167,N592ML,85.0,86.0,60.0,61.0,62,IAD,CAE,401,3.0,22.0,0,N,0
97,1170,1005,1255,1091,248,7,OH,4942,N798CA,85.0,86.0,51.0,164.0,165,PHL,BOS,280,9.0,25.0,0,N,0
206,1285,1250,1368,1340,249,4,WN,1564,N720WN,83.0,90.0,69.0,28.0,35,SAN,SMF,480,3.0,11.0,0,N,0
116,1025,1017,1110,1095,250,5,UA,325,N403UA,145.0,138.0,120.0,15.0,8,SAT,DEN,794,6.0,19.0,0,N,0
156,1437,1421,491,479,251,3,UA,32,N502UA,314.0,318.0,291.0,12.0,16,LAX,JFK,2475,7.0,16.0,0,N,0
39,1272,1250,1345,1340,252,5,EV,4908,N922EV,73.0,90.0,57.0,5.0,22,ATL,CHO,457,2.0,14.0,0,N,0
55,641,628,842,822,253,7,US,75,N914AW,321.0,314.0,280.0,20.0,13,DCA,PHX,1979,3.0,38.0,0,N,0
10,1064,1055,1248,1245,254,4,AA,354,N431AA,124.0,130.0,106.0,3.0,9,ORD,LGA,733,2.0,16.0,0,N,0
119,624,605,897,885,255,1,WN,41,N654SW,153.0,160.0,134.0,12.0,19,LAS,TUL,1076,3.0,16.0,0,N,0
267,870,861,949,940,256,2,YV,7262,N37208,79.0,79.0,62.0,9.0,9,SYR,IAD,296,5.0,12.0,0,N,0
54,1047,950,1250,1140,257,6,AA,1732,N5EMAA,263.0,250.0,207.0,110.0,97,SJU,JFK,1597,27.0,29.0,0,N,0
98,1073,1035,1385,1358,258,1,UA,1246,N410UA,192.0,203.0,174.0,27.0,38,DEN,BWI,1491,3.0,15.0,0,N,0
65,806,760,846,814,259,3,9E,5688,80409E,40.0,54.0,20.0,32.0,46,RST,MSP,76,10.0,10.0,0,N,0
355,472,440,604,570,260,6,OO,2768,N403SW,72.0,70.0,50.0,34.0,32,MKE,CLE,328,6.0,16.0,0,N,0
82,1113,1106,1188,1204,261,6,UA,1219,N929UA,135.0,158.0,114.0,-16.0,7,PHL,ORD,678,8.0,13.0,0,N,0
11,1315,1262,1414,1325,262,5,9E,2876,80209E,159.0,123.0,103.0,89.0,53,DTW,MEM,610,6.0,50.0,0,N,0
216,1075,1022,1171,1120,263,7,YV,7262,N509MJ,96.0,98.0,74.0,51.0,53,IAD,MHT,418,5.0,17.0,0,N,0
229,851,815,943,917,264,6,UA,39,N546UA,92.0,102.0,80.0,26.0,36,PDX,SFO,550,4.0,8.0,0,N,0
98,552,529,834,832,265,1,US,158,N652AW,162.0,183.0,136.0,2.0,23,PHX,STL,1262,5.0,21.0,0,N,0
170,1318,1235,27,1395,266,3,WN,2876,N227WN,89.0,100.0,80.0,72.0,83,LAX,SLC,590,3.0,6.0,0,N,0
93,905,839,1104,1015,267,3,UA,69,N550UA,379.0,356.0,359.0,89.0,66,LAX,LIH,2615,6.0,14.0,0,N,0
97,1238,1139,1424,1303,268,7,FL,264,N993AT,186.0,164.0,127.0,121.0,99,FLL,IND,1005,13.0,46.0,0,N,0
352,955,935,1061,1039,269,3,XE,2346,N14945,106.0,104.0,88.0,22.0,20,IAH,HSV,595,5.0,13.0,0,N,0
357,781,775,948,960,270,1,AA,1416,N077AA,227.0,245.0,206.0,-12.0,6,SJU,JFK,1597,6.0,15.0,0,N,0
112,945,934,1114,1110,271,1,NW,1107,N351NW,169.0,176.0,150.0,4.0,11,RSW,DTW,1085,7.0,12.0,0,N,0
335,836,825,1267,1240,272,7,HA,12,N596HA,311.0,295.0,287.0,27.0,11,HNL,SFO,2398,4.0,20.0,0,N,0
318,1241,1235,1316,1315,273,4,UA,519,N417UA,75.0,80.0,51.0,1.0,6,ORD,DSM,299,5.0,19.0,0,N,0
205,1250,1154,1342,1259,274,3,9E,2925,86119E,92.0,105.0,68.0,83.0,96,DTW,CHA,505,10.0,14.0,0,N,0
151,1016,950,1152,1089,275,5,UA,156,N830UA,76.0,79.0,48.0,63.0,66,ORD,DTW,235,8.0,20.0,0,N,0
162,853,845,1273,1281,276,2,US,790,N938UW,240.0,256.0,223.0,-8.0,8,LAS,CLT,1916,4.0,13.0,0,N,0
273,1009,1000,1216,1220,277,1,AA,422,N291AA,147.0,160.0,128.0,-4.0,9,DFW,RDU,1062,5.0,14.0,0,N,0
5,1108,1073,1225,1195,278,6,AS,731,N767AS,177.0,182.0,157.0,30.0,35,PHX,SEA,1107,6.0,14.0,0,N,0
9,642,585,841,790,279,3,AA,695,N444AA,199.0,205.0,167.0,51.0,57,LGA,FLL,1076,4.0,28.0,0,N,0
45,1253,1205,1409,1359,280,4,CO,793,N37409,156.0,154.0,125.0,50.0,48,MCO,EWR,938,11.0,20.0,0,N,0
55,710,695,1000,980,281,7,UA,43,N675UA,470.0,465.0,450.0,20.0,15,DEN,HNL,3365,3.0,17.0,0,N,0
350,618,600,808,740,282,1,AA,305,N593AA,310.0,260.0,290.0,68.0,18,ORD,PSP,1652,5.0,15.0,0,N,0
85,839,655,900,720,283,2,WN,49,N311SW,61.0,65.0,41.0,180.0,184,LAX,LAS,236,3.0,17.0,0,N,0
25,815,775,1060,1001,284,5,NW,1276,N338NB,185.0,166.0,128.0,59.0,40,MSP,EWR,1008,8.0,49.0,0,N,0
29,881,865,963,935,285,2,AA,1215,N3BVAA,82.0,70.0,62.0,28.0,16,TUL,DFW,237,7.0,13.0,0,N,0
116,1200,1160,1332,1311,286,5,US,728,N925UW,132.0,151.0,120.0,21.0,40,MCO,PHL,861,3.0,9.0,0,N,0
297,1119,1110,1287,1277,287,4,XE,2991,N14972,108.0,107.0,92.0,10.0,9,MSP,CLE,622,6.0,10.0,0,N,0
352,586,580,708,680,288,3,MQ,4128,N690MQ,122.0,100.0,75.0,28.0,6,XNA,ORD,522,32.0,15.0,0,N,0
163,1029,975,1091,1030,289,3,MQ,3248,N211NE,62.0,55.0,31.0,61.0,54,ACT,DFW,89,16.0,15.0,0,N,0
78,1395,1315,24,1380,290,2,WN,1929,N230WN,69.0,65.0,55.0,84.0,80,PHX,ONT,325,5.0,9.0,0,N,0
139,1143,1043,1219,1142,291,7,UA,651,N809UA,136.0,159.0,112.0,77.0,100,EWR,ORD,719,6.0,18.0,0,N,0
178,962,949,1109,1092,292,4,OO,6082,N713SK,147.0,143.0,122.0,17.0,13,PDX,LAX,834,10.0,15.0,0,N,0
218,378,360,453,438,293,2,YV,7178,N512MJ,75.0,78.0,55.0,15.0,18,CLT,IAD,321,7.0,13.0,0,N,0
238,1336,1248,15,1383,294,1,DL,115,N134DL,299.0,315.0,266.0,72.0,88,ATL,SFO,2139,7.0,26.0,0,N,0
233,1233,1135,1429,1353,295,3,XE,2736,N12528,136.0,158.0,122.0,76.0,98,IAH,CRW,975,4.0,10.0,0,N,0
191,633,610,926,905,296,3,CO,40,N37419,233.0,235.0,199.0,21.0,23,IAH,EWR,1400,6.0,28.0,0,N,0
94,972,965,1104,1085,297,4,AA,1513,N578AA,192.0,180.0,163.0,19.0,7,MCO,ORD,1005,17.0,12.0,0,N,0
210,1163,1140,1165,1150,298,1,WN,3857,N734SA,62.0,70.0,45.0,15.0,23,DTW,MDW,229,3.0,14.0,0,N,0
225,642,630,739,692,299,2,XE,2709,N24517,97.0,62.0,80.0,47.0,12,DAL,IAH,217,7.0,10.0,0,N,0
343,884,870,1029,1029,300,1,AS,512,N622AS,145.0,159.0,126.0,0.0,14,SEA,SNA,978,5.0,14.0,0,N,0
67,1427,1305,120,1422,301,5,B6,1109,N183JB,133.0,117.0,79.0,138.0,122,JFK,RDU,426,5.0,49.0,0,N,0
113,1088,1065,1376,1320,302,2,MQ,4840,N709GB,228.0,195.0,169.0,56.0,23,XNA,LGA,1147,6.0,53.0,0,N,0
172,815,802,860,849,303,5,OO,5412,N290SW,45.0,47.0,29.0,11.0,13,SAN,LAX,109,4.0,12.0,0,N,0
95,1185,1175,1235,1224,304,5,YV,1040,N651BR,50.0,49.0,35.0,11.0,10,HNL,ITO,216,6.0,9.0,0,N,0
96,1332,1275,1422,1364,305,6,DL,635,N904DE,90.0,89.0,70.0,58.0,57,ATL,SRQ,445,7.0,13.0,0,N,0
351,888,880,1096,1075,306,2,MQ,3603,N629MQ,148.0,135.0,100.0,21.0,8,DFW,CVG,812,7.0,41.0,0,N,0
147,893,865,973,950,307,1,AA,494,N208AA,80.0,85.0,62.0,23.0,28,MCI,ORD,403,9.0,9.0,0,N,0
179,1080,1065,1222,1212,308,5,OH,5125,N989CA,82.0,87.0,57.0,10.0,15,MKE,CVG,318,2.0,23.0,0,N,0
23,910,885,1081,1070,309,3,MQ,3631,N826AE,111.0,125.0,93.0,11.0,25,DFW,LEX,785,3.0,15.0,0,N,0
189,600,590,923,830,310,1,AA,459,N640AA,263.0,180.0,173.0,93.0,10,ORD,MIA,1197,6.0,84.0,0,N,0
67,1186,1140,1317,1299,311,5,NW,641,N303US,191.0,219.0,169.0,18.0,46,RSW,MSP,1416,3.0,19.0,0,N,0
95,1388,1215,84,1360,312,5,DL,115,N6706Q,316.0,325.0,290.0,164.0,173,ATL,SFO,2139,6.0,20.0,0,N,0
289,1254,1135,56,1358,313,3,CO,644,N76503,182.0,163.0,129.0,138.0,119,IAH,CLE,1091,5.0,48.0,0,N,0
145,607,596,640,628,314,6,YV,1953,N77278,33.0,32.0,24.0,12.0,11,OGG,HNL,100,5.0,4.0,0,N,0
49,616,610,734,719,315,1,9E,5614,89089E,118.0,109.0,82.0,15.0,6,MSP,XNA,596,8.0,28.0,0,N,0
219,1092,1035,1249,1222,316,3,CO,1693,N17122,157.0,187.0,126.0,27.0,57,MCO,EWR,938,17.0,14.0,0,N,0
181,844,833,934,935,317,7,9E,2953,87589E,90.0,102.0,68.0,-1.0,11,DTW,IAD,383,7.0,15.0,0,N,0
253,367,345,560,539,318,2,EV,4704,N879AS,133.0,134.0,116.0,21.0,22,DSM,ATL,743,7.0,10.0,0,N,0
335,1130,1035,1232,1153,319,7,UA,1581,N484UA,162.0,178.0,136.0,79.0,95,TPA,ORD,1012,11.0,15.0,0,N,0
220,1211,1205,63,40,320,4,WN,3919,N249WN,172.0,155.0,141.0,23.0,6,LAS,SAT,1069,3.0,28.0,0,N,0
91,1013,910,1125,1037,321,1,DL,1813,N908DA,112.0,127.0,99.0,88.0,103,CVG,TPA,773,3.0,10.0,0,N,0
209,697,683,773,772,322,7,YV,7266,N650ML,76.0,89.0,60.0,1.0,14,ORD,BNA,409,4.0,12.0,0,N,0
175,506,385,675,554,323,1,UA,1226,N541UA,109.0,109.0,90.0,121.0,121,ORD,BWI,622,5.0,14.0,0,N,0
194,945,899,1007,963,324,6,OH,5118,N436CA,62.0,64.0,56.0,44.0,46,TYS,CVG,226,5.0,1.0,0,N,0
30,940,875,998,933,325,3,YV,7238,N519LR,58.0,58.0,44.0,65.0,65,IAD,ORF,157,6.0,8.0,0,N,0
234,1223,1175,1354,1315,326,4,WN,2015,N907WN,131.0,140.0,113.0,39.0,48,TPA,IAD,810,10.0,8.0,0,N,0
165,483,464,549,545,327,5,YV,7068,N448YV,66.0,81.0,53.0,4.0,19,GJT,DEN,212,5.0,8.0,0,N,0
174,608,595,782,782,328,7,US,763,N450UW,174.0,187.0,139.0,0.0,13,PHL,MIA,1013,6.0,29.0,0,N,0
88,781,775,961,955,329,5,WN,2203,N340LV,120.0,120.0,106.0,6.0,6,ABQ,HOU,759,6.0,8.0,0,N,0
206,1312,1305,1374,1365,330,4,WN,2604,N415WN,62.0,60.0,47.0,9.0,7,HOU,MSY,303,6.0,9.0,0,N,0
227,902,895,986,980,331,4,MQ,3404,N831AE,84.0,85.0,62.0,6.0,7,BTR,DFW,383,14.0,8.0,0,N,0
208,599,565,768,755,332,6,AA,1651,N5DWAA,169.0,190.0,146.0,13.0,34,LGA,MIA,1097,2.0,21.0,0,N,0
115,901,890,1156,1150,333,4,WN,29,N769SW,195.0,200.0,181.0,6.0,11,HOU,PHL,1335,4.0,10.0,0,N,0
233,1069,1037,1182,1169,334,3,CO,552,N24202,113.0,132.0,75.0,13.0,32,CMH,EWR,462,29.0,9.0,0,N,0
163,1222,1079,1432,1222,335,3,OO,5862,N702SK,150.0,83.0,46.0,210.0,143,ORD,SDF,286,6.0,98.0,0,N,0
3,546,535,673,667,336,4,XE,2916,N12136,127.0,132.0,109.0,6.0,11,IAH,OMA,781,4.0,14.0,0,N,0
97,636,630,818,805,337,7,WN,2352,N458WN,182.0,175.0,142.0,13.0,6,MCO,MHT,1142,4.0,36.0,0,N,0
193,664,574,670,581,338,5,DL,1659,N966DL,66.0,67.0,40.0,89.0,90,ATL,BNA,214,6.0,20.0,0,N,0
157,1189,1170,1229,1215,339,4,MQ,3643,N641AE,40.0,45.0,27.0,14.0,19,DFW,GRK,134,3.0,10.0,0,N,0
5,904,895,1002,986,340,6,UA,551,N378UA,158.0,151.0,134.0,16.0,9,DEN,LAX,862,10.0,14.0,0,N,0
68,589,525,812,740,341,6,AA,861,N5FGAA,163.0,155.0,144.0,72.0,64,MCO,SJU,1189,7.0,12.0,0,N,0
73,1116,1080,1281,1269,342,4,DL,1710,N964DL,165.0,189.0,140.0,12.0,36,FLL,JFK,1069,12.0,13.0,0,N,0
180,768,757,827,819,343,6,DL,1640,N905DL,59.0,62.0,39.0,8.0,11,ATL,SAV,215,4.0,16.0,0,N,0
104,730,710,794,792,344,7,US,209,N802AW,64.0,82.0,44.0,2.0,20,LAS,FAT,258,5.0,15.0,0,N,0
168,981,934,1185,1139,345,1,NW,1266,N317NB,144.0,145.0,118.0,46.0,47,MSP,DCA,931,14.0,12.0,0,N,0
9,866,835,927,900,346,3,WN,1328,N399WN,61.0,65.0,44.0,27.0,31,LAS,BUR,223,1.0,16.0,0,N,0
333,693,660,1223,1179,347,5,UA,176,N409UA,350.0,339.0,324.0,44.0,33,SFO,BOS,2704,8.0,18.0,0,N,0
86,671,642,881,853,348,3,UA,1601,N453UA,150.0,151.0,122.0,28.0,29,DEN,MSY,1062,4.0,24.0,0,N,0
84,833,814,1164,1175,349,1,UA,870,N214UA,211.0,241.0,196.0,-11.0,19,SFO,ORD,1846,5.0,10.0,0,N,0
184,1369,1357,520,510,350,3,CO,286,N37274,411.0,413.0,391.0,10.0,12,ANC,IAH,3266,4.0,16.0,0,N,0
123,974,967,1041,1045,351,5,EV,4320,N907EV,67.0,78.0,46.0,-4.0,7,ATL,LEX,303,4.0,17.0,0,N,0
250,1155,1077,1287,1211,352,6,XE,2874,N11127,132.0,134.0,91.0,76.0,78,CHS,EWR,628,19.0,22.0,0,N,0
29,1267,1235,1370,1345,353,2,MQ,3863,N629AE,103.0,110.0,82.0,25.0,32,DFW,VPS,626,7.0,14.0,0,N,0
239,1122,1025,1193,1100,354,2,WN,286,N300SW,71.0,75.0,55.0,93.0,97,RNO,LAS,345,9.0,7.0,0,N,0
164,1007,995,1106,1100,355,4,OO,3842,N863AS,99.0,105.0,68.0,6.0,12,SLC,ABQ,493,5.0,26.0,0,N,0
94,614,607,786,785,356,4,OO,4050,N813SK,112.0,118.0,93.0,1.0,7,SEA,SLC,689,6.0,13.0,0,N,0
121,413,360,537,500,357,3,AA,2301,N253AA,124.0,140.0,109.0,37.0,53,ORD,DFW,802,5.0,10.0,0,N,0
1,1132,1080,1315,1281,358,2,UA,836,N522UA,123.0,141.0,95.0,34.0,52,ORD,LGA,733,7.0,21.0,0,N,0
160,1092,1085,1174,1175,359,7,WN,1078,N527SW,82.0,90.0,67.0,-1.0,7,MCI,BNA,491,5.0,10.0,0,N,0
188,1340,1240,45,1408,360,7,CO,1106,N17663,145.0,168.0,105.0,77.0,100,ATL,EWR,745,17.0,23.0,0,N,0
109,944,935,1008,1005,361,5,WN,527,N651SW,64.0,70.0,55.0,3.0,9,ONT,PHX,325,5.0,4.0,0,N,0
94,979,970,1082,1080,362,4,DL,689,N6711M,103.0,110.0,87.0,2.0,9,ATL,MIA,595,5.0,11.0,0,N,0
256,791,781,892,873,363,5,OO,5773,N284YV,101.0,92.0,75.0,19.0,10,LAS,FAT,258,4.0,22.0,0,N,0
79,1370,1280,70,1435,364,3,DL,690,N628DL,140.0,155.0,109.0,75.0,90,ATL,BOS,946,6.0,25.0,0,N,0
11,1163,1140,1269,1243,365,5,UA,861,N598UA,106.0,103.0,76.0,26.0,23,BOS,IAD,413,3.0,27.0,0,N,0
126,1171,1120,1242,1187,366,1,XE,2418,N11535,71.0,67.0,43.0,55.0,51,IAH,MLU,262,5.0,23.0,0,N,0
96,621,611,689,682,367,6,EV,4233,N976EV,68.0,71.0,42.0,7.0,10,ATL,TLH,223,4.0,22.0,0,N,0
220,988,976,1332,1326,368,4,UA,632,N588UA,224.0,230.0,198.0,6.0,12,SEA,ORD,1721,11.0,15.0,0,N,0
179,1007,985,1149,1133,369,5,F9,183,N807FR,82.0,88.0,65.0,16.0,22,DEN,OKC,495,5.0,12.0,0,N,0
305,1041,1010,1099,1075,370,5,WN,1492,N716SW,58.0,65.0,47.0,24.0,31,SLC,BOI,291,3.0,8.0,0,N,0
176,671,663,878,878,371,2,UA,876,N821UA,147.0,155.0,128.0,0.0,8,SEA,DEN,1024,9.0,10.0,0,N,0
278,1009,999,1141,1134,372,6,FL,207,N992AT,132.0,135.0,113.0,7.0,10,MCO,CAK,860,8.0,11.0,0,N,0
207,632,620,996,988,373,5,B6,934,N517JB,244.0,248.0,218.0,8.0,12,LGB,ORD,1735,6.0,20.0,0,N,0
284,559,535,626,600,374,5,WN,1166,N223WN,67.0,65.0,48.0,26.0,24,LAS,SAN,258,4.0,15.0,0,N,0
298,1215,1050,1349,1192,375,5,DL,1618,N932DL,134.0,142.0,114.0,157.0,165,ATL,BDL,859,6.0,14.0,0,N,0
260,673,665,788,762,376,2,DL,1577,N975DL,115.0,97.0,72.0,26.0,8,ATL,RSW,515,5.0,38.0,0,N,0
351,1069,1030,1176,1135,377,2,9E,2160,87099E,107.0,105.0,72.0,41.0,39,IND,RDU,489,6.0,29.0,0,N,0
362,1025,975,1260,1215,378,6,AA,2378,N641AA,175.0,180.0,158.0,45.0,50,ORD,MIA,1197,5.0,12.0,0,N,0
98,1012,980,1149,1134,379,1,EV,4235,N860AS,77.0,94.0,64.0,15.0,32,GRB,CVG,416,5.0,8.0,0,N,0
139,751,695,1110,1033,380,7,DL,1720,N631DL,239.0,218.0,206.0,77.0,56,SLC,ATL,1589,6.0,27.0,0,N,0
280,588,519,914,841,381,1,UA,752,N511UA,206.0,202.0,180.0,73.0,69,DEN,BWI,1491,5.0,21.0,0,N,0
355,569,540,1075,1030,382,6,AA,114,N5DJAA,326.0,310.0,295.0,45.0,29,LAX,EWR,2454,10.0,21.0,0,N,0
20,589,570,661,650,383,7,MQ,3434,N847AE,72.0,80.0,60.0,11.0,19,CRP,DFW,354,4.0,8.0,0,N,0
55,814,742,943,880,384,7,NW,1735,N8925E,129.0,138.0,87.0,63.0,72,JFK,DTW,508,9.0,33.0,0,N,0
168,462,365,625,531,385,1,UA,600,N424UA,103.0,106.0,77.0,94.0,97,ORD,DCA,612,6.0,20.0,0,N,0
178,1419,1310,61,1390,386,4,WN,1050,N665WN,82.0,80.0,61.0,111.0,109,DEN,SLC,391,3.0,18.0,0,N,0
81,774,745,916,865,387,5,B6,1124,N543JB,142.0,120.0,104.0,51.0,29,FLL,CLT,631,8.0,30.0,0,N,0
308,1270,1180,1437,1350,388,1,WN,142,N297WN,107.0,110.0,96.0,87.0,90,ABQ,MCI,718,4.0,7.0,0,N,0
38,995,979,1109,1085,389,4,FL,23,N284AT,114.0,106.0,86.0,24.0,16,ATL,MIA,595,8.0,20.0,0,N,0
344,1277,1110,1355,1211,390,2,OO,6548,N907SW,138.0,161.0,118.0,144.0,167,MKE,DEN,895,7.0,13.0,0,N,0
6,1106,1095,1168,1160,391,7,WN,3168,N635SW,62.0,65.0,52.0,8.0,11,LIT,STL,296,3.0,7.0,0,N,0
93,809,795,1248,1261,392,3,US,882,N113UW,259.0,286.0,241.0,-13.0,14,LAS,BOS,2381,3.0,15.0,0,N,0
44,980,904,1091,1010,393,3,FL,418,N126AT,111.0,106.0,77.0,81.0,76,ATL,BWI,576,9.0,25.0,0,N,0
39,1292,1190,1333,1245,394,5,WN,1274,N657SW,101.0,115.0,92.0,88.0,102,DEN,LAS,629,3.0,6.0,0,N,0
54,631,575,709,639,395,6,FL,546,N951AT,78.0,64.0,44.0,70.0,56,ATL,SAV,215,6.0,28.0,0,N,0
189,980,899,1093,990,396,1,B6,1075,N634JB,113.0,91.0,55.0,103.0,81,JFK,RIC,288,4.0,54.0,0,N,0
108,760,740,823,805,397,4,MQ,3967,N671AE,63.0,65.0,44.0,18.0,20,ORD,EVV,273,4.0,15.0,0,N,0
189,683,661,737,718,398,1,OO,5410,N235SW,54.0,57.0,37.0,19.0,22,LAX,SAN,109,3.0,14.0,0,N,0
156,1107,1060,1316,1267,399,3,XE,2197,N12922,149.0,147.0,118.0,49.0,47,MSN,EWR,799,22.0,9.0,0,N,0
96,1232,1140,1379,1302,400,6,UA,1222,N348UA,87.0,102.0,73.0,77.0,92,DEN,DSM,589,3.0,11.0,0,N,0
83,1095,950,1306,1140,401,7,B6,569,N552JB,211.0,190.0,192.0,166.0,145,SWF,FLL,1119,5.0,14.0,0,N,0
